"","source","target","mor"
"20846","CREBZF","PRKAA1",1
"20847","CREBZF","STK11",1
"20848","EGR1","CCN1",1
"20849","POU5F1","HSPD1",1
"20850","JUN","CASP3",1
"20851","ATF2","CASP3",1
"20852","PAX6","RLBP1",1
"20853","FOSB","CCN2",1
"20854","FOSB","TNC",1
"20855","TGFB1I1","ID1",1
"20856","ID1","TGFB1I1",1
"20857","TGFB1I1","BMP4",1
"20858","MYBL1","CREBBP",1
"20859","MYBL1","LDHC",1
"20860","DNMT1","CHFR",1
"20861","DNMT1","FHIT",1
"20862","TCF12","ACSL5",1
"20863","TCF12","ANK3",1
"20864","TCF12","LMO7",1
"20865","TCF12","TRAK1",1
"20866","TCF12","UGP2",1
"20867","HIF1A","CD164",1
"20868","JUN","CD164",1
"20869","FOS","PTPRO",1
"20870","TP53","PLAGL1",1
"20871","PLAGL1","TP53",1
"20872","PPARG","TNIP1",1
"20873","PPARA","TNIP1",1
"20874","MAF","IL22",1
"20875","RELA","HPSE",1
"20876","NFKB1","HPSE",1
"20877","IRF1","KRT79",1
"20878","IRF1","ME3",1
"20879","STAT1","FGFR1",1
"20880","STAT1","KRT79",1
"20881","IRF1","DOT1L",1
"20882","DOT1L","IRF1",1
"20883","NR4A1","PIN1",1
"20884","E2F4","TBX2",-1
"20885","CREB3","ARF4",1
"20886","CEBPB","IL18BP",1
"20887","CEBPG","IL18BP",1
"20888","CREB1","IL18BP",1
"20889","YY1","VIM",1
"20890","IRF6","VIM",1
"20891","TCF7L2","CCND1",1
"20892","EGR1","TCF7L2",1
"20893","TCF7L2","EGR1",-1
"20894","SNAI1","TWIST1",-1
"20895","TWIST1","SNAI1",-1
"20896","TP53","HDGF",1
"20897","HDGF","TP53",1
"20898","CREB3","MMP9",1
"20899","ZNF160","WNK2",1
"20900","ZGLP1","SIRT1",1
"20901","CEBPG","PDLIM7",1
"20902","EZH2","KDM6B",1
"20903","SOX2","DKK1",1
"20904","CDX1","DLL1",1
"20905","PITX2","MYLK",1
"20906","FOXN1","MYLK",1
"20907","CDX2","SLC10A2",1
"20908","ESR2","SLC2A4",1
"20909","SP1","SLC2A4",1
"20910","MYOD1","ANKRD2",1
"20911","NKX2-5","ANKRD2",1
"20912","SSRP1","ANKRD1",1
"20913","SSRP1","ANKRD2",1
"20914","CUX1","PSIP1",1
"20915","SP1","PSIP1",1
"20916","SP1","TNFRSF1B",1
"20917","POU1F1","CDKN2A",1
"20918","POU1F1","TP53",1
"20919","GATA1","PRDX5",1
"20920","MBD2","HOXA1",1
"20921","MBD2","KDM3A",1
"20922","PGR","DUSP1",1
"20923","TWIST1","CCN5",1
"20924","GATA2","PTEN",-1
"20925","LEF1","FASLG",1
"20926","DMRTA2","NEUROG1",1
"20927","MYBL2","LMO1",1
"20928","RORA","NR1D1",1
"20929","MXD1","CDH1",1
"20930","CTCF","CDKN2A",-1
"20931","CREM","IL17A",1
"20932","KLF10","EGFR",-1
"20933","NR2E3","TP53",1
"20934","TP53","RBM38",1
"20935","MEIS1","TGFBR2",-1
"20936","NFYA","TGFBR2",1
"20937","PPARG","SLC2A1",1
"20938","ATF4","APOE",1
"20939","MXD1","SIN3B",1
"20940","TP53","HSPA8",1
"20941","TP53","SIN3B",1
"20942","TP53","SIN3A",1
"20943","SP7","VDR",1
"20944","SNAI1","TGFBR2",1
"20945","SNAI2","TGFBR2",-1
"20946","LHX2","CXCL8",1
"20947","CREB1","CXCL8",1
"20948","SREBF1","TGFB1",1
"20949","RUNX1","SFRP1",1
"20950","RUNX2","CSF2",1
"20951","TP53","CGB7",1
"20952","ZNF91","INSR",1
"20953","ATF3","PPP1R15A",1
"20954","PRDM16","PPARGC1A",1
"20955","PPARA","PRDM16",1
"20956","EGR3","GRIN1",1
"20957","SOX10","SH3KBP1",1
"20958","ZEB1","ESRP2",-1
"20959","ZEB2","ESRP2",-1
"20960","HIF1A","MAP3K11",1
"20961","AHR","SPP1",1
"20962","AR","CASP3",1
"20963","DMTF1","CDKN1A",1
"20964","KMT2A","IL13",1
"20965","MYB","IL13",1
"20966","MYB","KRT9",1
"20967","NR1H2","NRAS",1
"20968","RUNX1","WNT5A",1
"20969","NR3C2","CCN2",1
"20970","GFI1","LEP",1
"20971","RUNX2","GFI1",-1
"20972","GFI1","RUNX2",-1
"20973","NFATC1","IL31",1
"20974","NFATC2","IL31",1
"20975","STAT6","IL31",1
"20976","SP6","AMTN",1
"20977","SP6","ROCK1",1
"20978","PITX2","GAST",1
"20979","STAT3","NDN",-1
"20980","SOX9","SPP1",-1
"20981","ATF3","INS",1
"20982","ATF3","WNT2",1
"20983","KMT2A","AVP",1
"20984","KMT2A","CHD1",1
"20985","YY1","WNT1",-1
"20986","SMAD4","CCL2",1
"20987","SRF","COL1A2",1
"20988","NR4A1","ENO3",1
"20989","PITX2","HTRA1",1
"20990","HIF1A","GATA1",1
"20991","NFE2L2","TLE5",1
"20992","ESR2","GSTP1",1
"20993","YBX3","LHB",1
"20994","MYC","PRRX1",1
"20995","IRF5","TRIM63",1
"20996","MYC","H2AZ1",1
"20997","SP7","EPHB2",1
"20998","ERG","GATA4",1
"20999","ETS1","GATA4",1
"21000","FLI1","GATA4",1
"21001","DNMT3B","ESR1",1
"21002","TWIST1","ESR1",-1
"21003","PRDM1","ID3",1
"21004","IRF1","IFNL1",1
"21005","NFKB1","IFNL1",1
"21006","PRDM1","IFNL1",-1
"21007","REL","IFNL1",1
"21008","ZEB1","IFNL1",-1
"21009","DNMT1","OGG1",1
"21010","SPI1","OGG1",1
"21011","SP1","ADAMTS4",1
"21012","REL","IFNB1",1
"21013","RELB","IFNB1",1
"21014","VSX2","HLA-DRB1",1
"21015","JUN","HLA-DRB1",1
"21016","FOXA2","DIO1",-1
"21017","USF1","DIO1",1
"21018","FOXA1","DIO1",1
"21019","TP53","LATS2",1
"21020","TP53","YAP1",1
"21021","HHEX","PPIG",1
"21022","SOX17","PPIG",1
"21023","EN1","SLC18A2",1
"21024","PITX3","ALDH1A1",1
"21025","PITX3","SLC18A2",1
"21026","STAT6","IL27",1
"21027","NR2C2","TRAF6",1
"21028","NR2C2","IL6",1
"21029","RELA","IL12A",1
"21030","TP53","VHL",1
"21031","VHL","TP53",1
"21032","GLI2","COL10A1",-1
"21033","GLI3","COL10A1",1
"21034","SMAD1","EZH2",1
"21035","SMAD1","FGFR1",1
"21036","SMAD1","KRT27",1
"21037","SMAD1","ME3",1
"21038","SMAD6","FGFR1",1
"21039","SMAD6","KRAS",1
"21040","SMAD6","KRT27",1
"21041","SMAD6","ME3",1
"21042","SMAD1","PARVB",1
"21043","MEF2C","PTP4A3",1
"21044","TP53","GNAQ",1
"21045","AR","RHD",1
"21046","ETV4","EGLN1",1
"21047","FOS","F7",1
"21048","FOS","MMP7",1
"21049","DNMT1","F7",1
"21050","DNMT1","MMP7",1
"21051","SSRP1","CYP11B1",1
"21052","NFATC2","CBX3",1
"21053","HEY2","MMP10",1
"21054","LHX8","BDNF",1
"21055","PITX2","ALDH5A1",1
"21056","PITX2","GABRB3",1
"21057","EGR3","GABRB3",1
"21058","MEF2A","GABRB3",1
"21059","IRF3","IFNAR1",1
"21060","ELF4","CD99",1
"21061","NFKB1","CD99",1
"21062","NFKB2","CD99",1
"21063","ESR1","BIRC3",1
"21064","KAT7","BIRC3",1
"21065","AR","RAB3B",1
"21066","NKX3-1","RAB3B",1
"21067","SP1","FAS",1
"21068","HOXA7","PCGF2",1
"21069","PCGF2","HOXA7",-1
"21070","HIF1A","ABCC8",1
"21071","E2F1","MMP14",1
"21072","E2F1","MMP15",1
"21073","HNF4A","PRDM5",1
"21074","CEBPB","BDNF",1
"21075","SNAI1","ESR1",1
"21076","ESR1","SNAI1",1
"21077","ESR1","PRMT2",1
"21078","ZBED1","HEXIM1",1
"21079","KLF6","GCK",1
"21080","NFKB2","DAPK1",-1
"21081","TFAM","BCL2L1",1
"21082","SPI1","INSR",1
"21083","ZBTB17","RB1",1
"21084","GATA6","SLC2A4",1
"21085","ESR1","ITK",1
"21086","MYB","ITK",1
"21087","MYB","CDH1",-1
"21088","ATF6","BGLAP",1
"21089","ATF6","TCIRG1",1
"21090","HIF1A","SLC2A3",1
"21091","NFATC1","NFATC2IP",1
"21092","NFATC1","TRAF2",1
"21093","NFATC2","NFATC2IP",1
"21094","NFATC2","TRAF2",1
"21095","ETS1","JUNB",1
"21096","HBP1","MCL1",1
"21097","HBP1","HMGB1",1
"21098","STAT3","PLK1",1
"21099","KAT5","MYB",1
"21100","KAT5","MYC",1
"21101","JARID2","NOTCH1",1
"21102","JARID2","SETDB1",1
"21103","SP7","VEGFA",1
"21104","PAX3","PAX6",-1
"21105","PAX6","PAX3",1
"21106","SPI1","HLA-E",1
"21107","SPI1","GSTP1",1
"21108","TBX15","MSI1",1
"21109","TP53","CXCL5",1
"21110","HIF1A","KCNMB1",1
"21111","PGR","PFKFB3",1
"21112","KLF3","WEE1",-1
"21113","HIF1A","BTG2",1
"21114","HIF1A","NDRG1",1
"21115","AHR","FSHR",1
"21116","MYB","KDR",1
"21117","TP53","KMT5A",1
"21118","TP63","KMT5A",1
"21119","EOMES","IL5",1
"21120","STAT3","NOX1",1
"21121","PITX2","EDNRA",1
"21122","PITX2","NOX1",1
"21123","PITX2","PRKCG",1
"21124","PITX2","PRKCH",1
"21125","STAT3","PRKCG",1
"21126","STAT3","PRKCH",1
"21127","MYCN","CCNE1",1
"21128","GATA3","FOXC1",-1
"21129","ESR1","PBX1",1
"21130","PBX1","ESR1",1
"21131","STAT5A","SOCS6",1
"21132","STAT5B","SOCS6",1
"21133","IRF3","IL37",1
"21134","IRF3","IL23A",1
"21135","ATF4","MCL1",1
"21136","AR","LIN28A",1
"21137","SALL3","SALL4",1
"21138","SALL4","SALL3",-1
"21139","SMAD4","PAK1",1
"21140","SSRP1","PAK1",1
"21141","TCF12","CDH1",-1
"21142","TCF12","FN1",1
"21143","NFYB","IER5",1
"21144","NFYB","CDC25B",1
"21145","KAT5","SART3",1
"21146","LHX2","FSHB",1
"21147","SP1","CTSE",1
"21148","PAX8","CDH17",1
"21149","E2F1","MCPH1",1
"21150","SP3","APBA1",1
"21151","SP3","APP",1
"21152","RELA","CLDN5",-1
"21153","GATA1","PLK2",1
"21154","ATF3","EPO",1
"21155","JUN","EPO",1
"21156","TBX15","EGFR",1
"21157","CEBPB","MAPK8",1
"21158","SNAI1","CXCL8",1
"21159","STAT3","ENPP2",1
"21160","ERG","PIM1",1
"21161","ERG","CCNB1",1
"21162","ASCL1","HBE1",1
"21163","PPARG","F3",-1
"21164","RBPJ","ABCC1",1
"21165","ESR1","HOXC10",1
"21166","ESR2","HOXC10",1
"21167","KMT2A","HOXC10",1
"21168","KMT2B","HOXC10",1
"21169","EZH2","ALDH1A1",-1
"21170","EZH2","DACT3",-1
"21171","EZH2","SSTR1",-1
"21172","MYC","BAG2",1
"21173","SP1","BAG2",1
"21174","KAT8","FGFR1",1
"21175","KDM5B","KRT16",1
"21176","MBD2","KRT16",1
"21177","POU5F1","MYOD1",-1
"21178","JUN","IRAK3",1
"21179","SMARCA1","CECR2",1
"21180","SMARCA5","CECR2",1
"21181","AR","JPT1",1
"21182","AR","STEAP4",1
"21183","SP1","ABCG1",1
"21184","PGR","IHH",1
"21185","NKX2-1","INS-IGF2",1
"21186","HNF4A","SOAT2",1
"21187","NR0B2","ACAT2",-1
"21188","TP53","TPT1",-1
"21189","SNAI1","AKT1",1
"21190","SNAI1","AKT2",1
"21191","ELF3","MMP13",1
"21192","GFI1B","ELF4",1
"21193","CNOT4","APP",1
"21194","MYC","RHOA",1
"21195","KAT5","TNFRSF11A",1
"21196","NR3C1","GH1",1
"21197","ETS1","GH1",1
"21198","YY1","GBP1",1
"21199","NCOA3","CDK1",1
"21200","NCOA3","PPP1CC",1
"21201","ZNF699","ETS2",1
"21202","FOXO1","MEN1",1
"21203","STAT5A","FGF21",1
"21204","SSRP1","GHR",1
"21205","NR2C2","TAB2",1
"21206","GTF3A","KDR",1
"21207","FOXC2","KDR",1
"21208","TFCP2","MMP9",1
"21209","AR","GPT",1
"21210","LEF1","MMP2",1
"21211","SSRP1","SCNN1G",1
"21212","PPARG","SCNN1A",1
"21213","NHLH2","MAOA",1
"21214","SP1","CERS2",1
"21215","KLF6","CERS2",1
"21216","HES1","NOTCH2",1
"21217","NOTCH1","HEY1",1
"21218","HEY1","NOTCH1",1
"21219","HEY1","NOTCH2",1
"21220","NR2F1","CYP11B1",1
"21221","WT1","SRPK1",1
"21222","ARID3A","CDKN1A",1
"21223","ESR1","PIAS3",1
"21224","PIAS3","ESR1",1
"21225","NR2E3","ESR1",1
"21226","KMT2A","ASB2",1
"21227","JUND","GCM1",1
"21228","GCM1","JUND",1
"21229","NFE2","GCM1",1
"21230","JUND","OGA",1
"21231","KAT7","GCM1",1
"21232","NFE2","OGA",1
"21233","TTF1","PTGS2",-1
"21234","EVX1","INHBA",1
"21235","RELA","LTA",1
"21236","ZNF20","ABCC3",1
"21237","ZNF20","MMP23B",1
"21238","ZNF20","SLC39A10",1
"21239","DDIT3","PKD1",1
"21240","GATA2","CASP3",1
"21241","TP53","GATA2",1
"21242","GATA2","TP53",1
"21243","EZH2","AR",1
"21244","GATA6","DUSP16",1
"21245","GATA6","MAPK8",1
"21246","TFAP2A","IFNGR1",1
"21247","ESR1","IRS1",1
"21248","RORA","FASN",1
"21249","TP53","DCAF1",1
"21250","CEBPA","RNF144A",-1
"21251","MTA1","RNF144A",-1
"21252","MTA1","EPHA2",-1
"21253","HIC1","EPHA2",-1
"21254","TP53","CEP55",-1
"21255","TP53","SLC16A1",1
"21256","SP1","DLK2",1
"21257","GTF3A","BOK",1
"21258","SRF","BOK",1
"21259","E2F1","CDK2",1
"21260","RELA","NAMPT",1
"21261","RELA","CCL3",1
"21262","HNF4A","SCARB1",1
"21263","ARX","LMO1",-1
"21264","SHOX2","ARX",1
"21265","ARX","SHOX2",-1
"21266","SHOX2","LMO1",1
"21267","ISL1","PITX1",1
"21268","LHX3","PITX1",1
"21269","HIC1","ADRB2",1
"21270","SOX2","NR2E1",1
"21271","NR1H2","C3",1
"21272","NR1H3","C3",1
"21273","AR","SRD5A3",1
"21274","IRF7","CYSLTR2",1
"21275","AHR","DPEP1",1
"21276","DNMT3A","BRCA1",1
"21277","DNMT3B","BRCA1",1
"21278","NR0B2","MDM2",1
"21279","TP53","APOC3",1
"21280","HNF4A","MDM2",1
"21281","TP53","FOSL1",1
"21282","STAT2","NFKB2",1
"21283","STAT2","CREBBP",1
"21284","MLXIPL","GCGR",1
"21285","ZNF236","GCGR",1
"21286","CTCF","CDH1",1
"21287","CTCF","H2AZ1",1
"21288","SNAI2","FOXA1",-1
"21289","FOXA1","SNAI2",-1
"21290","KLF4","SNAI2",-1
"21291","SNAI2","KLF4",-1
"21292","MTA1","HMMR",1
"21293","JUN","HMMR",1
"21294","AIRE","F11",1
"21295","YBX1","E2F1",1
"21296","MEOX1","CDKN1A",1
"21297","MEOX1","CDKN2A",1
"21298","ZBED1","LATS1",1
"21299","HMGA1","MMP9",1
"21300","NCOR2","MMP9",1
"21301","PPARG","MMP9",-1
"21302","CLOCK","INS",1
"21303","CLOCK","NEFH",1
"21304","CLOCK","TH",1
"21305","CREB3","APOA4",1
"21306","DUX4","DEFB103B",1
"21307","NKX2-1","DAXX",1
"21308","TTF1","DAXX",1
"21309","ID3","IL2RB",1
"21310","NFIL3","IL2RB",1
"21311","ESR1","SLC22A5",1
"21312","NR4A2","SLC22A5",1
"21313","ZNF24","CTNNB1",1
"21314","ZNF24","CCND1",1
"21315","ZNF148","TP53",1
"21316","CXXC1","NOS2",1
"21317","RUNX1","GFRA2",1
"21318","RUNX1","TRPV1",1
"21319","ESR1","PMAIP1",1
"21320","HR","MCPH1",1
"21321","LMO2","LCK",1
"21322","CTCFL","FER",1
"21323","GRHL2","CDC42SE1",1
"21324","ZEB2","ITGA5",1
"21325","ESR1","SKIL",1
"21326","SKIL","ESR1",1
"21327","HSF1","POLK",1
"21328","SP1","MMP11",1
"21329","NFIC","DSPP",1
"21330","IKZF1","SPI1",1
"21331","RUNX3","AKT1",-1
"21332","SOX4","CDKN1A",1
"21333","DEAF1","POU6F1",1
"21334","POU6F1","HTR1A",1
"21335","ATF4","FGF21",1
"21336","ARID1A","SMARCA2",1
"21337","ARID1B","SMARCA4",1
"21338","PBRM1","SMARCA2",1
"21339","PBRM1","SMARCA4",1
"21340","ZBTB18","ID1",-1
"21341","KLF10","PTTG1",-1
"21342","PITX2","OCA2",1
"21343","MITF","OCA2",1
"21344","GLI3","WNT2",1
"21345","DMRT3","WNT8B",1
"21346","GLI3","WNT8B",1
"21347","ERG","CLDN5",1
"21348","KLF13","ZNF268",1
"21349","GATA1","ZNF268",-1
"21350","NFE2L2","HSP90B2P",1
"21351","NFKB2","IRS1",1
"21352","HBP1","IRS1",1
"21353","HIF1A","NGB",1
"21354","EGR1","NGB",1
"21355","NFKB1","NGB",1
"21356","SP1","NGB",1
"21357","REL","NGB",1
"21358","RELA","NGB",1
"21359","E2F1","SELE",1
"21360","FOXO1","CCL20",1
"21361","PPARA","ATP2A2",1
"21362","PPARG","ATP2A2",1
"21363","CDX2","ATRX",1
"21364","EWSR1","AKT1S1",1
"21365","HMGA2","TWIST1",1
"21366","DDIT3","MYOD1",1
"21367","CEBPB","CCND1",1
"21368","SMARCA5","CCND1",1
"21369","RUNX2","KLK4",1
"21370","JUN","ACHE",1
"21371","JUN","SLC4A4",1
"21372","NFKB1","ACHE",1
"21373","NFKB1","HP",1
"21374","NFKB1","SLC4A4",1
"21375","TP53","SLC4A4",1
"21376","RORA","BHLHE40",1
"21377","RORA","BHLHE41",1
"21378","NFE2L2","SOD1",1
"21379","BCL11B","MDM2",1
"21380","MZF1","SERPINA3",1
"21381","SP1","SERPINA3",1
"21382","ZBTB7B","SERPINA3",1
"21383","ZNF699","MGMT",1
"21384","NFE2L3","PLA2G7",1
"21385","PPARG","CIC",1
"21386","PPARA","CIC",1
"21387","KAT5","BIRC2",1
"21388","KAT5","CXCL8",1
"21389","KAT5","XIAP",1
"21390","CEBPA","TP63",1
"21391","TP63","EBP",1
"21392","TP63","NQO1",1
"21393","NRG1","NOTCH1",1
"21394","HMGA1","CDC25A",1
"21395","STAT3","SKP2",1
"21396","IRF9","IFNG",1
"21397","RELA","CCN1",1
"21398","TP53","COL4A1",1
"21399","RELA","TWIST1",1
"21400","TWIST1","RELA",-1
"21401","ZBTB7C","CDKN1A",-1
"21402","FOSL1","IL11",1
"21403","SP1","MFN2",1
"21404","PPARA","RBP4",1
"21405","PPARG","RBP4",1
"21406","NR1I2","CYP3A7",1
"21407","NR3C1","CYP3A7",1
"21408","RUNX3","NCR1",1
"21409","RUNX1","FXYD2",1
"21410","MYB","VAV1",1
"21411","SREBF2","USF1",-1
"21412","RELA","JAK1",1
"21413","USF1","TBX21",1
"21414","KLF9","DKK1",1
"21415","PGR","DKK1",1
"21416","PITX2","TYR",1
"21417","CEBPA","PER2",1
"21418","HR","PER2",1
"21419","AR","CTNND2",1
"21420","TP53","TRIM8",1
"21421","ETV6","PTPN13",1
"21422","ETV6","FAP",1
"21423","IRF8","FAP",1
"21424","MIXL1","KDR",1
"21425","SOX2","NTRK3",1
"21426","DDIT3","NOS3",-1
"21427","FOXO1","CCND1",-1
"21428","NFAT5","DDX17",1
"21429","NFAT5","DDX5",1
"21430","ESR2","IMP3",1
"21431","ESR1","IMP3",1
"21432","ESR2","EGFR",-1
"21433","ETV2","PRKACA",1
"21434","CREB1","ETV2",1
"21435","FOXA2","MMP7",1
"21436","TP53","CDK6",1
"21437","PPARD","MAT2A",1
"21438","PPARG","MAT2A",-1
"21439","PPARA","MAT2A",1
"21440","PGR","PLIN2",1
"21441","STAT3","PIM1",1
"21442","DNMT1","ALB",1
"21443","DNMT1","RUNX3",1
"21444","NR4A2","MMP13",1
"21445","NR4A2","TIMP2",1
"21446","NFE2L2","BCL2",1
"21447","TFCP2","HSPB1",1
"21448","HMGA1","CDH1",-1
"21449","HMGA1","TWIST1",1
"21450","ZBTB33","CCND1",-1
"21451","KLF6","LCOR",1
"21452","TP53","OMA1",1
"21453","TP53","UCHL1",1
"21454","STAT2","IFNA1",1
"21455","GLI2","SOX8",1
"21456","SP1","AGTRAP",1
"21457","KLF4","AGTR1",1
"21458","HNF4A","ABCA1",1
"21459","HNF4A","APOA1",1
"21460","AR","PTPN1",1
"21461","NCOA3","PIAS1",1
"21462","ESR1","PIAS1",1
"21463","IRF4","FKBP4",1
"21464","TCF12","FGFR1",1
"21465","TCF12","ME3",1
"21466","TCF12","NPRL3",1
"21467","MYC","VHL",1
"21468","SIX1","CDH1",-1
"21469","HINFP","PCSK9",1
"21470","HINFP","CD44",1
"21471","KAT7","PCSK9",1
"21472","HIF1A","ATP13A2",1
"21473","TWIST1","CDKN2A",-1
"21474","SP1","IFI16",1
"21475","STAT3","SOCS2",1
"21476","STAT5A","SOCS2",1
"21477","ESR1","PRSS23",1
"21478","SPI1","ZAP70",1
"21479","TBPL1","SPI1",1
"21480","TBPL1","ZAP70",1
"21481","NR2F2","CTNNB1",1
"21482","NEUROD1","ATOH1",-1
"21483","SOX2","ATOH1",1
"21484","SOX18","MMP7",1
"21485","TGIF1","SOX3",-1
"21486","CEBPB","CD14",1
"21487","FOS","CR2",1
"21488","FOS","FCER1G",1
"21489","SP1","TNFSF13",1
"21490","NR4A2","THOP1",1
"21491","DNMT1","ADH1C",1
"21492","DNMT1","HGF",1
"21493","NKX3-1","HGF",1
"21494","CUX1","CHD4",1
"21495","EGR2","CHD4",1
"21496","JUN","CHD4",1
"21497","HES1","GRIA1",1
"21498","ASCL1","GRIA1",1
"21499","TCF3","GRIA1",1
"21500","HES1","MAPK8",1
"21501","ISL1","FGF10",1
"21502","STAT1","OAS1",1
"21503","STAT2","OAS1",1
"21504","EGR2","IL2RB",1
"21505","KLF4","DLK2",1
"21506","ELF3","PRR9",1
"21507","ELF4","PPARG",1
"21508","ZNF384","TNFSF11",1
"21509","BARHL2","AVPR2",1
"21510","SP1","IRF3",1
"21511","NFE2L2","PSMB5",1
"21512","EGR1","HES1",1
"21513","PDX1","OGT",1
"21514","FOXO3","SKP2",-1
"21515","E2F1","TLR3",-1
"21516","NR4A1","CPT1A",1
"21517","HR","MMP1",1
"21518","MYC","PRMT1",1
"21519","EZH2","ATOH1",1
"21520","CIC","RASA1",1
"21521","NR2E1","RASA1",1
"21522","KLF11","FGFR1",1
"21523","KLF11","HP",1
"21524","KLF11","KRT9",1
"21525","KLF11","ME3",1
"21526","STAT3","CCL20",1
"21527","NKX3-1","SELENOH",1
"21528","HIF1A","VASP",1
"21529","JUN","PDCD4",1
"21530","NFAT5","HSPA4",1
"21531","YY1","PDGFRA",-1
"21532","FOS","PDGFRA",-1
"21533","ZNF354C","PDGFRA",1
"21534","FLI1","PHLDA1",-1
"21535","HAND1","DBH",1
"21536","HAND1","TH",1
"21537","CEBPD","DLK1",1
"21538","CEBPG","UCP1",1
"21539","TFAP2B","APOE",1
"21540","CDX2","MEP1A",1
"21541","HNF1B","MEP1A",1
"21542","HNF1B","MEP1B",1
"21543","FOSL2","LEP",1
"21544","SOHLH1","KIT",1
"21545","SOHLH2","KIT",1
"21546","MYOG","PAX7",1
"21547","PAX7","MYOG",1
"21548","HBP1","PAX7",1
"21549","SSRP1","PAX7",1
"21550","MYOG","AGER",1
"21551","PAX7","AGER",1
"21552","NR3C1","BRCA1",1
"21553","STAT3","IKBKE",1
"21554","MYC","CXCL13",1
"21555","MYC","NFATC3",1
"21556","MYC","TNFSF11",1
"21557","ZBTB7C","FASN",1
"21558","SOX11","BDNF",1
"21559","HBP1","BCL2",1
"21560","NFATC2","MYC",1
"21561","PPARG","HK2",1
"21562","SATB2","SKI",1
"21563","FAM170A","AKT1",1
"21564","FOS","SERPINB2",1
"21565","FOSB","SERPINB2",1
"21566","JUN","SERPINB2",1
"21567","SMARCA1","IL10",1
"21568","ARID1A","IL10",1
"21569","PBRM1","CREBBP",1
"21570","PBRM1","IL10",1
"21571","TFAP2A","GZMB",1
"21572","MYB","NPRL3",1
"21573","DMRT1","CYP11B2",1
"21574","DMRT1","HSD3B2",1
"21575","FOXL2","CYP11B2",1
"21576","KLF4","RARA",-1
"21577","RARA","KLF4",1
"21578","YBX1","KLF4",1
"21579","MLXIPL","PNPLA3",1
"21580","MEF2C","MSTN",1
"21581","MEF2C","MLIP",1
"21582","MYC","CDK8",1
"21583","CEBPD","BCL2L11",1
"21584","DDIT3","BCL2L11",1
"21585","HSF1","PTGS2",1
"21586","AR","NOTCH1",1
"21587","TFAP2A","PLIN2",1
"21588","ESR1","BMPR2",1
"21589","FOSB","OGA",1
"21590","FOS","CDK5",1
"21591","FOXO3","ROS1",1
"21592","E2F1","NUSAP1",1
"21593","ESR2","NRG1",1
"21594","RORA","SEMA3F",1
"21595","HIF1A","PECAM1",1
"21596","DLX3","DSPP",1
"21597","RARA","ABCG1",1
"21598","LITAF","MCAT",1
"21599","STAT3","HK2",1
"21600","ETS2","SYK",1
"21601","JUN","SYK",1
"21602","CTCF","LTA",1
"21603","CTCF","TNF",1
"21604","CTCF","LTB",1
"21605","KAT5","PPP2R5C",1
"21606","KAT5","RHO",1
"21607","KAT7","PPP2R5C",1
"21608","KAT7","RHO",1
"21609","CEBPA","CYP2D6",1
"21610","BHLHE41","CYP2D6",1
"21611","ARX","ACKR3",1
"21612","ARX","HMGN3",-1
"21613","ARX","IGF1",1
"21614","ARX","LGI1",1
"21615","ARX","LMO3",1
"21616","ARX","PHLDA1",1
"21617","ARX","PLPP1",1
"21618","ARX","RASGEF1B",-1
"21619","ARX","SLC12A5",1
"21620","ARX","SLIT2",-1
"21621","ARX","TGFB3",1
"21622","EBF3","ACKR3",1
"21623","EBF3","HMGN3",1
"21624","EBF3","IGF1",1
"21625","EBF3","LGI1",1
"21626","EBF3","LMO3",1
"21627","EBF3","PLPP1",1
"21628","EBF3","SLC12A5",1
"21629","EBF3","SLIT2",1
"21630","EGR1","ACKR3",1
"21631","EGR1","HMGN3",1
"21632","EGR1","LMO1",1
"21633","EGR1","LMO3",1
"21634","EGR1","PLPP1",1
"21635","EGR1","SLC12A5",1
"21636","EGR1","SLIT2",1
"21637","ETS2","ACKR3",1
"21638","ETS2","HMGN3",1
"21639","ETS2","IGF1",1
"21640","ETS2","LGI1",1
"21641","ETS2","LMO1",1
"21642","ETS2","LMO3",1
"21643","ETS2","PLPP1",1
"21644","ETS2","SLIT2",1
"21645","TTF1","CRY1",1
"21646","HNF4A","MTTP",1
"21647","ETS1","FN1",1
"21648","LEF1","CTNNAL1",1
"21649","TFAP2A","CTNNAL1",1
"21650","NR5A2","GREB1",1
"21651","RARG","TGM4",1
"21652","MTF1","DNMT1",1
"21653","NR0B2","MTF1",1
"21654","NR4A2","PITX3",1
"21655","ATF4","SIRT1",1
"21656","TP63","ZNF750",1
"21657","TP53","NLRP10",1
"21658","ZNF331","DDX5",-1
"21659","ZNF331","EIF5A",-1
"21660","ZNF331","PNPT1",1
"21661","ZNF331","ZNF91",-1
"21662","NCOA3","HMOX1",1
"21663","KDM5B","CDKN1A",1
"21664","MYC","ELAVL1",1
"21665","ZBTB20","FBP1",-1
"21666","KAT7","DRD2",1
"21667","KLF11","DRD2",1
"21668","KLF11","GRIN1",1
"21669","ESR1","HADHB",1
"21670","NANOG","FGF4",1
"21671","ZFP42","FGF4",1
"21672","ZNF143","FGF4",1
"21673","NANOG","TOB1",-1
"21674","SPDEF","STMN1",1
"21675","ID2","GFAP",1
"21676","ID2","TUBB3",1
"21677","ID4","GFAP",1
"21678","ID4","TUBB3",1
"21679","THRA","ILF3",1
"21680","ESR1","TEX11",1
